userName,score,at,content
NOB RAZER,5,2025-07-06 03:41:59,Personal bagus banget gamenya cuma kurang di subtitle Indonesia aja
Kal Stok,4,2025-07-06 03:39:01,tolong buat developer ngasih sub indonya kalo udah ada nanti dinaikin b 5
Rafi Ariyadi,5,2025-07-06 03:06:55,di game ini kalian akan dimanja bagi player baru gak kayak gem sebelah wkwkkwkw
Djibran Bean,1,2025-07-06 02:25:54,pliss developer tambahin bahasa Indonesia plisss lah
Keiraa ariifaa,5,2025-07-06 01:44:34,FORGET ALL OF THIS KURO JUST MAKE CRISTOFORO PLAYBLE RIGHT. NOW.
Al Dzaki,5,2025-07-06 01:43:10,aku suka dengan game ini hanya satu yang aku benci aku pingin baca karakter tidak jumpanJumpa kasi aku hokilah sekarang
L evo,5,2025-07-06 00:58:55,"Game yang sangat bagus, awalnya saya tidak memainkan game seperti ini tetapi game ini berhasil menarik minat saya untuk bermain. Tapi ada hal yang sangat disayangkan, yaitu tidak ada pilihan bahasa Indonesia jadinya agak sulit untuk memahami ceritanya karena saya belum fasih berbahasa inggris. Saya berharap di patch selanjutnya ditambahkan terjemahan bahasa Indonesia, agar lebih mudah bagi player Indonesia untuk memahami ceritanya."
Kosuke Kunz,5,2025-07-06 00:49:18,mantapp 👍👍 tolong kedepannya bikin subtittle indonesia yaa biar paham storynya
Fauzan,5,2025-07-05 18:48:41,i can't get 5star character ☹️ i want Cartetyia back to banner
Ferdi ansyah,5,2025-07-05 18:23:05,"cuma satu pintaku tolong tambah bahasa Indonesia nya, biar orang indo kayak aku bisa menikmati ceritanya."
Ahmad alkadri,5,2025-07-05 18:06:01,"awal rilis sedikit mengecewakan, tapi makin kesini makin bagus. semoga developer bisa selalu berinovasi dan terus berkembang"
Nakazuto,3,2025-07-05 17:25:24,Map Septimont ngelag bgd 😭😭😭😭
Muhammad Iqsan,5,2025-07-05 17:11:21,"kuro games pls let me play event ""banner never fall's"" again, even though it's finished please but please open it for those who have finished/haven't finished it because the event is fun. kuro games pls let me play again this event"
Putra Putri,5,2025-07-05 17:00:51,makasihh kuro
Syah Rul,5,2025-07-05 16:23:43,game baik
ARIA Chan,5,2025-07-05 16:04:22,"Game baik, walapun gw sering kalah rate off"
Muhammad Fahmi,1,2025-07-05 16:02:35,Sistem Gacha kurang seimbang saya yg baru unioeun level 40 malah selalu dikasih hard pity padahal temen saya yg di bawah lv 30 selalu dapat low pity dan saya dikasih karakter B5 yg jarang di pake malah dapet lagi sampai dapet 3 karakter sama di beda benner kiran bakal dapat karakter lain malah dapat dia bikin saya kesel temen saya malah dapat b5 karakter lain di beda benner dan ada bug di event mancing bersama pheobe baru jalan sebentar malah error
Wang YiLian王宜莲,1,2025-07-05 15:49:16,"game nya bagus tapi berat bgt pdhl digame lain yg 30+ GB/40+ GB aja ga berat, player nya juga ga ramah bintang 1, attitude nya ga ada😒cuih..."
You Lose,5,2025-07-05 15:41:30,terbaik
akun business,4,2025-07-05 15:38:43,tolong berikan bahasa Indonesia saya ingin tau apa isi makna cerita tersebut tapi saya ngaa ngerti jadi skip mulu jadi tolong ada in bahasa Indonesia nya
Desmond Deswan,5,2025-07-05 15:37:29,BAIK KASIH BHS INDONESIA
MD Anwar,5,2025-07-05 15:26:41,nice game
Wahid Muharram,5,2025-07-05 15:25:58,bagus sekali gamenya
Hendra Cipta,5,2025-07-05 15:21:56,im so enjoying this game as well
Zita Ranu,5,2025-07-05 14:28:54,cool
Neuro Zhas,5,2025-07-05 13:27:13,gacor
Sultan Azka mulya,5,2025-07-05 11:33:19,ni game bagus banget gak kikir kek game sblh👍
Sandika Dika,5,2025-07-05 11:03:18,sangat mendukung Player
Aldisar Disar,1,2025-07-05 10:25:03,gak bisa login
Muhamad Regi,5,2025-07-05 10:08:31,game nya super keren apalagi pas battle epic gile
naufal syaddad,5,2025-07-05 09:30:59,"Overall good game,but please add Indonesian language"
Arga D,5,2025-07-05 09:07:51,tolong optimalisasi bagi user mobile lebih diperhatikan lagi semenjak update septimont sering stuttering dan patah patah padahal sebelumnya masih aman saja
sahroni Muhamad dita hafiz syahroni,5,2025-07-05 08:49:06,grafik bagus
Bagus Dwee,1,2025-07-05 08:45:41,keseluruhan udh baguss banget. tapi masi sering nge bug dan keluar sendirii. jancokk tolong perbaiki lhh devolopor
Popi Popy,5,2025-07-05 08:15:34,"the story, mechanics gameplay, character, all of em r perfect."
Song Min-gi,3,2025-07-05 08:15:22,"Hello Dev Team, Game-nya seru, tapi... Saya suka grafis dan ceritanya, tapi sedikit kecewa dengan ketidakseimbangan karakter. Pria sangat sedikit dibanding wanita, dan kebanyakan wanita hanya berkisar pada stereotip (lolita, ibu-ibu, dll). Sebagai pemain perempuan, saya ingin lebih banyak karakter pria dengan peran penting agar cerita terasa lebih beragam. Semoga tim pertimbangkan masukan ini untuk update berikutnya"
Andaelin,1,2025-07-05 07:22:32,"Nih game spek recomendnya terlalu tinggi, ada beberapa settingan grafik yang ngak bisa di matikan padahal bagi yang device paspasan bisa main dengan lancar kalau settingan seperti getaran kamera, grafik lanjutan(misal rumput yang bisa goyang) bisa di matikan, masih banyak masalah untuk para user mobile. Aku saranin kalau device paspasan mending ngak usah instal game ini, kalau ngak mau kecewa"
Mohamad Hasbi Kana Abdilah,5,2025-07-05 07:06:08,"tolong di perbaiki minmal specnya, karema saya memiliki ram 4gb bisa dpwnload akhirnya saya download tapi ternyata forceclose terus, dam saya pantau memakai ram sangat besar, jadi saya harap device dengan ram 4gb dibuat tidak bisa mendownloadnya, takunya seperti saya sudah lama² download tpi tidak sesuai harapan, dan BAGI YANG EMOSI ""NGAPAIN DOWNLOAD UDAH TAU RAM 4GB MANA KUAT "" BERARTI ANDA SOK PINTER DAN GK TAU MAKSUD DARI ULASAN SAYA!!!"
Fajar Julianto,5,2025-07-05 06:53:35,lebih dj gacorin lagi lah bang gacha nya
D'Ummah D'Ummah,2,2025-07-05 06:48:46,game kikir bagus sih
Just Npc,3,2025-07-05 05:32:30,"Day 1 main game ini, tanggapan saya secara ekspresi pribadi : game ini memiliki vibes sepi npc sama latar map berasa kurang hidup opsi bahasa indonesia ga ada gw paham bahasa Inggris cuma untuk kenyamanan kurang.(harus sambil teling story sambil terjemahin kan ga dapet feellingnya),untuk segi bansos/gacha cukup bagus ga pelit,segi batle/mekaniknya bagus,desain karakter juga jempol, saran saya untuk kurogames tingkatin suasana biar makin hidup-tambahin opsi bahasa indonesia udah itu aja,next b5"
AKHMAL,5,2025-07-05 04:42:14,gilaaa bagus banget bjirrrrr
Raul Ghifari,4,2025-07-05 04:32:00,"untuk kuro game,gamenya udah bagus dari grafiknya, battle nya, maupun story nya semua bagus, cuman ada kendala bagi saya, yaitu subtitle bahasa Indonesia tidak ada, saya sebagai orang yang tidak pandai bahasa inggris jadi kewalahan menangkap isi dari cerita nya dan harus liat di YouTube untuk memahami cerita nya, ya walaupun saya bisa sedikit bahasa jepang, tapi untuk memahami penjelasan item tidak bisa, jadi tolong untuk update selanjutnya ditambahkan subtitle Indonesia, saya sangat berharap."
The POh,5,2025-07-05 04:27:06,"story dan gameplay bagus, ga pelit bansos"
Arman Syah,5,2025-07-05 04:14:02,mantap
Fitria Ayu Widiastari,5,2025-07-05 02:42:53,❤️❤️❤️
Muhammad Dimas Mukasyafah,3,2025-07-05 02:18:05,gamenya mungkin agak sedikit patah patah sama lag saya masih kasih bintang 3 karena kayaknya gk semua hp bisa main ini game
Alfan Alfan,5,2025-07-05 00:31:22,game seru
Novalarthur So,5,2025-07-04 22:19:33,nice game grafik nya bagus enak di mata mines nya cuma satu ga ada subtitle Indonesia
Deffan Perwiranegara,5,2025-07-04 21:11:57,best game ever 🔥🔥🔥🔥🔥🦅🦅
Pangihutan Joel Hasoloan Hutasoit,5,2025-07-04 20:25:42,Friendly Gaming
Fazri 373,3,2025-07-04 17:55:12,"semenjak Lupa rilis udah gak friendly lagi nih game,dari yg biasa aja jadi frame ,dari yang frame biasa aja,jadi berat banget haduhh,ada yang sama gasih??"
Dwi Cahyo,5,2025-07-04 17:30:13,mantap donk
Muhammad Zyasqi Ariffin,5,2025-07-04 17:17:19,karakter cewenya punyaku semua ya
NASUEUNG77,5,2025-07-04 16:22:43,nice games
dhaniel phratama,5,2025-07-04 16:19:07,speechless dah pokoknya game terbaik
Kenji Official,5,2025-07-04 15:40:56,"Saran dari saya, supaya game ini lebih diminati, coba tambahkan basa Indonesia di dalam game nya, agar player dari Indonesia bisa lebih menikmati story yg sudah disiapkan"
ThRiViAnZ,4,2025-07-04 15:11:40,"pra unduhnya ditingkatkan lagi min, terlalu berat... terutama setelahnya... makin berat aja ini game min..."
Jihad Afif Dzulfiqar,5,2025-07-04 14:44:39,need more stabilization through battery consumption and some bottleneck on mid graphic settings
Faathir Sangar,5,2025-07-04 14:35:43,MAKASEEEHH GACHANYA
M Oktariansyah,5,2025-07-04 14:29:41,wuuuuuuu mantap
Fausan Alfasid,5,2025-07-04 14:27:16,"game nya seru grafik ok, ada tombol skip, cuma berat wak, hp ku ga kuat😭"
Kevin Tricelino,5,2025-07-04 13:29:19,mantap walaupun baru main
Rizki k Febri,5,2025-07-04 13:21:35,absolutely cinema👑
Rizky Rama,5,2025-07-04 13:05:44,semoga fps game nya bisa di optimalkan lagi soalnya di beberapa map ada yg lancar mulus ada juga yang sampai fps drop 👍
Muhamad Ardias Tri Putra,5,2025-07-04 11:36:42,tolong tambahkan bahasa Indonesia
Akbar Septian nugraha,5,2025-07-04 11:12:45,banyak bansos mantap
M. Rifki,5,2025-07-04 09:29:32,kerennnn abisss ini game goodddd... tolong tambahi update bahasa Indonesia min... thanks
Pentol Gemink,5,2025-07-04 09:19:15,kerennn
Syahdan Noor,3,2025-07-04 08:34:07,"tata cara desain yang lengkap, detail yang presisi dan pembawaan musik maupun character yang luar biasa. saya paling mengagumkan game ini adalah developer yang selalu mendengarkan masukan dari pemain pemain di game ini. semoga kedepannya akan selalu seperti ini adanya. (saya akan kembali memberi bintang 5 ketika sudah mendapatkan Lupa, karena kalian memberiku jianxin😭). terimakasih"
Anjas Sinfan,5,2025-07-04 08:14:05,sebenarnya game nya menarik cuman tidak ada bahasa Indonesia jadi aku bingung apa yang mereka bicarakan jadi tolong tambahakn bahasa indonesia agar bisa dipahami saat mengobrol
M. Fathir Al H.,5,2025-07-04 08:13:13,"untuk kuro games sang developer tercinta, Bisakah perbaiki fitur Woinded Effect untuk mobile karena fitur tersebut tidak bekerja saya sudah mengetesnya berulang kali namun tidak ada bekas luka atau apapun itu yang muncul mohon kuro perbaiki lagi"
Hekal Wahyu (Why18),5,2025-07-04 06:46:11,Mantap gacha nya min
Hendon,5,2025-07-04 04:45:11,aku cinta developer ❤️
Rehan Wong,5,2025-07-04 04:32:15,"halo developer kuro, tolong donk buat kan subtittle indonesia nya🥺"
ilam achmad,3,2025-07-04 03:49:20,tambahan bahasa Indonesia
32.tranks maha,5,2025-07-04 02:53:40,"yep, still peak, i love the skip button"
Rudi Agus,2,2025-07-04 00:35:01,why is it always on my phone foreClose
Rizqi Al Kauthsar Munajat,5,2025-07-03 20:19:20,"Untuk level free to play game graphic yg dikasih bukan kaleng"""
OneFruits,5,2025-07-03 19:40:08,uwowowowow sangat keren
Ahmad Yusuf,5,2025-07-03 19:37:34,fantastis
Haikal Syahputra,5,2025-07-03 19:15:46,bagusssss
Rizki Ramdani,5,2025-07-03 17:11:34,"Gilaaa improve bnget kuro makin sini makin bagus kualitas gamenya ga pernah lepas dari kata peakkk kuro ini dari segi story, grafik, musik bagus semua dan buat optimalisasi sbnernya segini udh lumayan ok tapi lebih bagus lagi klo ditingkatin lagi supaya hp mid range lebih nyaman buat mainnya🙌"
Bayu Y,5,2025-07-03 16:33:57,sangat bagus. dan di kurangin kikir nya
Aldi Rizki,1,2025-07-03 16:19:38,"rate gachanya parah bener, gak sama dengan gacha game sebelah yang masih mendingan"
Daf W,5,2025-07-03 16:12:16,absolute peak cinema
Farhan Anwar,5,2025-07-03 15:52:17,bagus gk kayak game sebelah kaku
Rafli Alfarizy,5,2025-07-03 15:43:36,great games
P P,1,2025-07-03 15:24:30,i also want and need Shorekeeper but why only newbie have the banner. THAT'S NOT FAIR😡
Doli Marsen,1,2025-07-03 15:01:15,"player baru sampai UL 53: - gacha selalu dpt diatas pity 70-77 (4x berturut2 kalah rate off) - farm echos atau up stat echos susah dpt cr/cdmg - bug event atau quest. kalau bisa ini ga saya kasih bintang, game rusak. sumpah 4x berturut2 kalah rate off high pity diatas 70 terus. JANGAN TERGIUR REWARD BANYAK, PERCUMA KALAU DIKASIH HIGH PITY TERUS, JANGAN HARAP DENGAN GAME GILA. 👎 masih waras genshin bisa dpt di mid pity ga cuma high/low, uninstall deh GILA. bikin lg ke 2, high pity RO di starter."
Agung Prayogi,4,2025-07-03 14:47:22,overall bagus gamenya mungkin bisa di buat ada bahasa Indonesianya ya ga masalah bahasanya tapi klo bisa di tambahin aja biar player bisa menikmati storynya dikit dikit buka translate jadi ga fokus ke storynya mohon di usahakan kuro
Maul22,5,2025-07-03 14:25:24,mantap
Blue List,5,2025-07-03 14:22:19,better than g
Riki S.A,5,2025-07-03 14:14:51,God game
Fatah Abdurrohman,5,2025-07-03 14:14:41,sangat bagus sekali dan menambahkan hero bintang 5 secara GRATIS lagi
Maros Adi,3,2025-07-03 12:07:57,"Hore,,,banner Lupa dapet Verina!!!"
0069_ david yoga,5,2025-07-03 12:06:21,gem baik pake nanya
Mau Mandi,5,2025-07-03 11:59:27,"game luar biasa ga ada game sebagus ini, 4 tahun main genshin baru kali ini liat game grafik yang luar biasa, battle yang sempurna,sama story yang bagus buat di nikmati ⭐⭐⭐⭐⭐"
Sidik Raden,3,2025-07-03 11:49:32,mungkin untuk grafik low bisa di turunkan lagi kualitas grafik nya karena untuk grafik low masih tergolong berat dan sering mengalami frame drop di beberapa hp yang kurang bagus tetapi juga ingin memainkan game nya
Wulan Putri Herdiant,5,2025-07-03 11:32:06,mantap mang😭🙏♥️
Muhammad Rizqi Aditiya,5,2025-07-03 11:22:05,game 👍
Ridho Sadewa,5,2025-07-03 11:09:58,"terimakasih kuro, saya dapet b5 limit 2 biji dalam 10 kali pull, panjang panjang orang baik👍"
Baron,5,2025-07-03 10:49:11,game ini bagus banget asli setiap update improve terus dan kualitasnya terus menerus meningkatkan story tellingnya absolute cinema
GeneCorp Entertaiment,5,2025-07-03 10:41:03,i hope this game has Cloud version because my device issue cant play this game. Kuro Game please...
Irfan Muhafizh,5,2025-07-03 10:33:01,GAME BAGUSS
Pickel Gaming,5,2025-07-03 10:25:16,"gamenya bagus, tolong kasih char lupa dong 🙏"
Likin el lutffy,5,2025-07-03 10:21:38,josss
Stra Mei,5,2025-07-03 10:20:18,game mantap
Hikari Kibou,4,2025-07-03 09:54:39,naise
Bintang B. Setyawan,5,2025-07-03 09:49:13,ga kikir intinya mah
Ariel Kurniawan,5,2025-07-03 08:40:00,Sesuai janji kalau menang rate off kedua kalinya sy kasih bintang 5
Danang Maulana,5,2025-07-03 08:36:23,tambahin bahasa Indonesia
Deon Khytam,4,2025-07-03 08:20:45,tolong game nya ngelagg
Muhammad Jauhar m,5,2025-07-03 08:13:47,peak
Hate Away,4,2025-07-03 07:55:03,"The optimization is still an issue, after some update it will fix the perfomance, and when another update release it come back to worse again and repeat"
Syahlal Faudzan,5,2025-07-03 07:41:56,"setelah update 2.4 model karakter npc jadi menurun, jari² tangannya gak realistis"
Athaullah Smc,5,2025-07-03 07:15:50,gamenya keren aku suka😋❤
Bagas Henri Yudhanto,5,2025-07-03 07:12:29,Bravo
Sh1zouoid,5,2025-07-03 07:05:49,"THIS GAME IS SOO GOOD, but my device can't handle it.."
Mauludin,5,2025-07-03 06:18:15,Nice game
M. Fi'i,5,2025-07-03 05:52:03,sering menang rate
Takina Inoue,5,2025-07-03 05:47:44,"story sekeren ini walau agak terbata bata aku membaca teks bahasa inggris, tapi aku paham betul dengan Lore di game ini apalagi epic waktu lawan fleurdelys ini Rover ngamuk parah"
Ihsan Gustiawan,5,2025-07-03 05:19:06,nice
Rio Febrianto,5,2025-07-03 05:13:14,keren
Andhika Paksi P.W,5,2025-07-03 04:49:47,"game baik, makasih atas suplai nya devoloper baik"
Andry Setiawan,5,2025-07-03 04:01:32,mantep
Z vampf,5,2025-07-03 03:43:20,"makasih kuro sudh buat ini game di kasih double lagi i love you kuro akan ku support trus, beri banyak bintang 5 untuk kuro games⭐⭐⭐⭐⭐"
Tri Sani Qiang Santang,5,2025-07-03 03:36:25,ahhh the best game
Sumpah Awasaj,5,2025-07-03 03:04:01,alhamdulillah menang rate off
Avicenna Hasby rs,1,2025-07-03 03:03:02,Desain karakter terlalu terbuka dan kadang bikin jijik plus semua wajah karakter ceweknya hampir sama semua kayak kurang hidup
Muhammad Nizar,5,2025-07-03 02:19:57,THE GREATEST GAME EVER
Mamat,5,2025-07-03 02:06:15,game yang gw suka sama punishing gray Raven juga
salman 1942,5,2025-07-03 02:04:51,Best F2p
Tester3,5,2025-07-03 02:01:06,"keren parah, segi story menarik, art juga oke, ditambah sistem gacha yang gak merepotkan, cari asterite mudah, event banyak, the best 🪶"
steven napale,4,2025-07-03 01:39:52,cuma 1 saran saya. tolong penambahan bahasa indonesia biar alur ceritanya lebih mudah dipahami.
Azhi Nazril,5,2025-07-03 01:20:38,"Game f2p paling gg, ga kaya game kikir impact, Tolong dong KURO bikin bahasa Indonesia, kadang kesusahan pakai bahasa Inggris"
:/:/,5,2025-07-03 01:12:21,masih bnyak pr buat kuro tapi sejauh ini story nya jauh lebih bagus dari seluruh game 3d gacha mobile yg pernah gw coba
Solihin Purnama,5,2025-07-03 01:06:40,MANTAP BANGET STORY SAMA FITUR2NYA... PERTAHANKAN🔥❤
Kennnyuuu?,5,2025-07-03 00:38:59,Tambahkan fitur buat anak di game ini🥰
M Gerrald HS,5,2025-07-03 00:25:25,"the game has a lot of cool visual effects, overall very good and beautiful. beautiful and lovely scenery and a good story"
Sofia Cute,5,2025-07-03 00:21:59,Game masterpiece demen banget guwa sama nih game grafik bagus+story nyambung
haekal,2,2025-07-02 23:43:34,"uninstall dulu, bangunin gua kalo udah subtitle bahasa indonesia. doesnt mean i'm too bad at english however repot kalo harus mikir tiap mau menghayati story"
Ghailan Hutagalung,4,2025-07-02 23:35:40,"misi mau nanya, ini kenapa stuck di loading shader ya?"
thori endora,5,2025-07-02 22:54:30,ini game sangat bagus sekali
This mf's is let me cook,5,2025-07-02 22:16:56,"tolong perbaiki sistem jaringan nya, connection error, re connect mulu tulisannya, pas dicoba pake aplikasi lain lancar jaya, kalo udh ntar ane kasih b5. Edit = sesuai janji nih B5 nya"
Madin Robin,3,2025-07-02 21:17:23,baru main langsung dikasih quest ngalahin monster level 90 apalah kikir waves
Silva harnawi Raisa,2,2025-07-02 20:49:45,"di versi ini game nya malah semakin berat banget daripada versi sebelum nya, tolong diperbaiki kuro"
Dani E,1,2025-07-02 20:31:14,"percuma reward banyak sistem gacha itu tolong diperbaiki, sangat tidak ramah untuk saya yang sudah membabat semua map, bansos elit sistem gacha pelit"
ke vin,5,2025-07-02 19:08:28,waw
Muhammad Nursim,1,2025-07-02 18:02:03,"force closed gila gilaan, crashes terus, padahal udah paling low. main genshin high 45 fps lancar jaya."
Realjar,5,2025-07-02 17:56:35,"Game gacha / open world berkualitas dan juga sangat ramah f2p, sangat berbeda dari game gacha lainnya."
Farhan Rachmat,5,2025-07-02 17:38:23,"nice game, hope the old character banners come back"
Adam Ramadhan,5,2025-07-02 17:07:56,nice game kuro.
Syahril Rahmat Arasyid XII-DKV2,5,2025-07-02 16:49:55,"BINTANG 5, BANYAK SCENE DAN GRAFIK MEMANJAKAN MATA, ALURNYA JUGA BAGUS, TAPI SARAN, ADAIN BAHASA INDONESIA"
